Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
A0A183HTR2,A0A183HTR2_9BILA,Tubulin_C domain-containing protein,OFLC_LOCUS10873,Onchocerca flexuosa,119,GO:0005200; GO:0005525; GO:0005874; GO:0007017,Nematoda (roundworms)
A0A4R8KF73,A0A4R8KF73_9BURK,RraA family protein,DFS02_0942,Herbaspirillum huttiense,232,,Proteobacteria
A0A671VSJ9,A0A671VSJ9_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),1558,GO:0004096; GO:0005509; GO:0016021; GO:0020037; GO:0030246,Chordata
A0A6A5F3F1,A0A6A5F3F1_PERFL,ANK_REP_REGION domain-containing protein,PFLUV_G00083500,Perca fluviatilis (European perch),459,,Chordata
A0A671Y5Z2,A0A671Y5Z2_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),1090,GO:0005737,Chordata
A0A6A5F2L2,A0A6A5F2L2_PERFL,Fibrillar collagen NC1 domain-containing protein,PFLUV_G00110600,Perca fluviatilis (European perch),2209,GO:0005201; GO:0005789; GO:0008374; GO:0016021,Chordata
A0A5J5CVV8,A0A5J5CVV8_9PERO,Uncharacterized protein,FQN60_000424,Etheostoma spectabile (orangethroat darter),738,GO:0008289; GO:0042995,Chordata
A0A3Q1AQI0,A0A3Q1AQI0_AMPOC,F-BAR and double SH3 domains protein 2-like,,Amphiprion ocellaris (Clown anemonefish),759,GO:0008289; GO:0042995,Chordata
A0A1A7WT28,A0A1A7WT28_9TELE,FCH and double SH3 domains 2 (Fragment),CABZ01070631.1,Iconisemion striatum,873,GO:0008289; GO:0042995,Chordata
A0A671W226,A0A671W226_SPAAU,Procollagen-proline 3-dioxygenase (EC 1.14.11.7),p3h1,Sparus aurata (Gilthead sea bream),942,GO:0005506; GO:0019797; GO:0031418; GO:0032963,Chordata
A0A671WWT6,A0A671WWT6_SPAAU,Non-specific serine/threonine protein kinase (EC 2.7.11.1),dapk1,Sparus aurata (Gilthead sea bream),1463,GO:0005524; GO:0006915; GO:0007165; GO:0106310; GO:0106311,Chordata
A0A671WJQ7,A0A671WJQ7_SPAAU,Ankyrin repeat and sterile alpha motif domain containing 3,anks3,Sparus aurata (Gilthead sea bream),646,,Chordata
A0A0B2V697,A0A0B2V697_TOXCA,60S ribosomal protein L6,rpl-6 Tcan_10479 TCNE_LOCUS7864,Toxocara canis (Canine roundworm),251,GO:0003735; GO:0005840; GO:0006412,Nematoda (roundworms)
A0A671YJ53,A0A671YJ53_SPAAU,Transcription factor SOX-6-like,LOC115587125,Sparus aurata (Gilthead sea bream),780,GO:0003677; GO:0005634; GO:0006355,Chordata
A0A671V332,A0A671V332_SPAAU,SRY-box transcription factor 13,sox13,Sparus aurata (Gilthead sea bream),705,GO:0005634; GO:0006355; GO:0043565,Chordata
A0A671V8D1,A0A671V8D1_SPAAU,SRY-box transcription factor 13,sox13,Sparus aurata (Gilthead sea bream),680,GO:0005634; GO:0006355; GO:0043565,Chordata
A0A671WXF3,A0A671WXF3_SPAAU,Cholinergic receptor nicotinic delta subunit,chrnd,Sparus aurata (Gilthead sea bream),521,GO:0004888; GO:0016021; GO:0022848; GO:0045211,Chordata
A0A671VX56,A0A671VX56_SPAAU,Serine--pyruvate aminotransferase (AGT) (SPT) (EC 2.6.1.44) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase),,Sparus aurata (Gilthead sea bream),397,GO:0004760; GO:0005777; GO:0008453,Chordata
A0A671VS72,A0A671VS72_SPAAU,Serine--pyruvate aminotransferase (AGT) (SPT) (EC 2.6.1.44) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase),,Sparus aurata (Gilthead sea bream),421,GO:0004760; GO:0005777; GO:0008453,Chordata
A0A671TU54,A0A671TU54_SPAAU,cGMP-dependent protein kinase (EC 2.7.11.12),LOC115573661,Sparus aurata (Gilthead sea bream),679,GO:0004692; GO:0005524; GO:0030553; GO:0106311,Chordata
F4T7E6,F4T7E6_ECOLX,Phosphonate metabolism protein PhnP,ECIG_04570,Escherichia coli M605,268,GO:0008081; GO:0019700,Proteobacteria
A0A671WH23,A0A671WH23_SPAAU,Neural cell adhesion molecule 1,ncam1,Sparus aurata (Gilthead sea bream),1233,GO:0005886; GO:0007155; GO:0016021,Chordata
A0A671WL96,A0A671WL96_SPAAU,Neural cell adhesion molecule 1,ncam1,Sparus aurata (Gilthead sea bream),1139,GO:0005886; GO:0007155; GO:0016021,Chordata
A0A671WIZ9,A0A671WIZ9_SPAAU,Neural cell adhesion molecule 1,ncam1,Sparus aurata (Gilthead sea bream),1230,GO:0005886; GO:0007155; GO:0016021,Chordata
A0A671VNT6,A0A671VNT6_SPAAU,Actin binding LIM protein family; member 3,,Sparus aurata (Gilthead sea bream),673,GO:0003779; GO:0005737; GO:0006351; GO:0030036; GO:0046872,Chordata
A0A671X1S1,A0A671X1S1_SPAAU,Dematin actin binding protein,,Sparus aurata (Gilthead sea bream),300,GO:0003779; GO:0005737; GO:0007010,Chordata
A0A4W6DH85,A0A4W6DH85_LATCA,Dematin actin binding protein,,Lates calcarifer (Barramundi) (Holocentrus calcarifer),299,,Chordata
A0A384WIX2,A0A384WIX2_9CAUD,Tail fiber protein,,Escherichia phage IMM-001,1128,,Uroviricota
A0A671Y4U6,A0A671Y4U6_SPAAU,Rho GTPase activating protein 18,,Sparus aurata (Gilthead sea bream),704,GO:0007165,Chordata
D2ACJ4,D2ACJ4_SHIF2,Ribbon-helix-helix protein; copG family,yiiE SFxv_4320,Shigella flexneri serotype X (strain 2002017),120,GO:0006355,Proteobacteria
A0A0B2VSE9,A0A0B2VSE9_TOXCA,60S ribosomal protein L18a,rpl-20 Tcan_02605,Toxocara canis (Canine roundworm),180,GO:0003735; GO:0005840; GO:0006412,Nematoda (roundworms)
A0A671Y8A8,A0A671Y8A8_SPAAU,Protein FAM166B-like,LOC115592451,Sparus aurata (Gilthead sea bream),278,,Chordata
A0A671UN64,A0A671UN64_SPAAU,Si:ch73-194h10.2,,Sparus aurata (Gilthead sea bream),2086,GO:0003774; GO:0005524; GO:0005737; GO:0016459; GO:0051015,Chordata
A0A671XVK2,A0A671XVK2_SPAAU,THAP-type domain-containing protein,,Sparus aurata (Gilthead sea bream),317,GO:0003677,Chordata
A0A4W6E6I4,A0A4W6E6I4_LATCA,Sortilin-like,LOC108889267,Lates calcarifer (Barramundi) (Holocentrus calcarifer),826,GO:0016021,Chordata
A0A671UST1,A0A671UST1_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),388,GO:0005794; GO:0006486; GO:0008373; GO:0016021,Chordata
A0A0F8AKV5,A0A0F8AKV5_LARCR,Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase),D5F01_LYC22871 EH28_09301,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),293,GO:0004731; GO:0009116; GO:0047975,Chordata
A0A671UY10,A0A671UY10_SPAAU,Coxsackievirus and adenovirus receptor homolog,LOC115592287,Sparus aurata (Gilthead sea bream),360,GO:0005886; GO:0016021,Chordata
A0A167BPS1,A0A167BPS1_ECOLX,Peptide chain release factor H,A8C65_11930 A9R57_12970 BJJ90_21015 BMT91_15850 BON75_24160 BON98_17050 BW690_21405 BZL31_02115 FORC82_3795 HVX24_17885,Escherichia coli,185,GO:0003747,Proteobacteria
A0A671W5H9,A0A671W5H9_SPAAU,Uncharacterized LOC115587419,LOC115587419,Sparus aurata (Gilthead sea bream),201,GO:0042981,Chordata
A0A183UXT4,A0A183UXT4_TOXCA,Nucleosome assembly protein 1-like 1,TCNE_LOCUS13304,Toxocara canis (Canine roundworm),339,GO:0005634; GO:0006334,Nematoda (roundworms)
A0A7J5Z4W6,A0A7J5Z4W6_DISMA,BED-type domain-containing protein (Fragment),F7725_017577,Dissostichus mawsoni (Antarctic cod),299,,Chordata
A0A6J2PB67,A0A6J2PB67_COTGO,titin-like isoform X12,LOC115004854,Cottoperca gobio (Frogmouth) (Aphritis gobio),26747,GO:0004672; GO:0005524; GO:0005886; GO:0016021,Chordata
A0A671WSA8,A0A671WSA8_SPAAU,Transglutaminase 5; like,,Sparus aurata (Gilthead sea bream),740,GO:0003810; GO:0016021; GO:0018149,Chordata
A0A671X9P5,A0A671X9P5_SPAAU,Reverse transcriptase domain-containing protein,,Sparus aurata (Gilthead sea bream),978,,Chordata
A0A6J2PZZ6,A0A6J2PZZ6_COTGO,uncharacterized protein LOC115011000,LOC115011000,Cottoperca gobio (Frogmouth) (Aphritis gobio),265,GO:0016021,Chordata
A0A2U9U2K4,A0A2U9U2K4_9RHIZ,TadE family protein,A3862_20545,Methylobacterium sp. XJLW,195,GO:0016021,Proteobacteria
A0A671XKS4,A0A671XKS4_SPAAU,Tight junction protein ZO-2-like,LOC115592461,Sparus aurata (Gilthead sea bream),1302,GO:0005886; GO:0005923,Chordata
A0A671UFN3,A0A671UFN3_SPAAU,Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.6),lta4h,Sparus aurata (Gilthead sea bream),615,GO:0004463; GO:0005737; GO:0008237; GO:0008270; GO:0019370,Chordata
A0A671UCF5,A0A671UCF5_SPAAU,Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.6),lta4h,Sparus aurata (Gilthead sea bream),875,GO:0004463; GO:0005737; GO:0008237; GO:0008270; GO:0019370,Chordata
A0A4U5VF62,A0A4U5VF62_COLLU,WD repeat-and FYVE domain-containing protein 4,D9C73_019777,Collichthys lucidus (Big head croaker) (Sciaena lucida),646,,Chordata
A0A6A5DV80,A0A6A5DV80_PERFL,Ig-like domain-containing protein,PFLUV_G00188710,Perca fluviatilis (European perch),321,GO:0005887; GO:0007165,Chordata
A0A671VBC9,A0A671VBC9_SPAAU,Myelin protein zero-like 1 like,,Sparus aurata (Gilthead sea bream),201,GO:0005887; GO:0007165,Chordata
A0A671W8F4,A0A671W8F4_SPAAU,Nuclear factor 7; brain-like,LOC115596138,Sparus aurata (Gilthead sea bream),464,GO:0008270,Chordata
A0A671VEA9,A0A671VEA9_SPAAU,Family with sequence similarity 189 member A2,fam189a2,Sparus aurata (Gilthead sea bream),607,GO:0016021,Chordata
A0A671TN91,A0A671TN91_SPAAU,SH3 domain-containing protein 19-like,LOC115589915,Sparus aurata (Gilthead sea bream),762,,Chordata
A0A6P8GDQ5,A0A6P8GDQ5_CLUHA,uncharacterized protein LOC116223244,LOC116223244,Clupea harengus (Atlantic herring),820,,Chordata
A0A671Z0E8,A0A671Z0E8_SPAAU,Kinocilin,kncn,Sparus aurata (Gilthead sea bream),152,GO:0016021,Chordata
A0A671W7P1,A0A671W7P1_SPAAU,Bestrophin homolog,best3,Sparus aurata (Gilthead sea bream),649,GO:0005254; GO:0005886; GO:0006821; GO:0034707,Chordata
F1LEX4,F1LEX4_ASCSU,40S ribosomal protein S8,,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),209,GO:0003735; GO:0005840; GO:0006412,Nematoda (roundworms)
A0A671UJK2,A0A671UJK2_SPAAU,Dynein; axonemal; heavy chain 11,,Sparus aurata (Gilthead sea bream),4326,GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286,Chordata
A0A671UMA1,A0A671UMA1_SPAAU,Dynein; axonemal; heavy chain 11,,Sparus aurata (Gilthead sea bream),4397,GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286,Chordata
A0A671UKX8,A0A671UKX8_SPAAU,Dynein; axonemal; heavy chain 11,,Sparus aurata (Gilthead sea bream),4292,GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286,Chordata
A0A671UPK5,A0A671UPK5_SPAAU,Dynein; axonemal; heavy chain 11,,Sparus aurata (Gilthead sea bream),4216,GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286,Chordata
F1KWB3,F1KWB3_ASCSU,Methylmalonyl-CoA mutase (EC 5.4.99.2),,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),751,GO:0004494; GO:0031419; GO:0046872,Nematoda (roundworms)
A0A671VEZ1,A0A671VEZ1_SPAAU,Ubiquitin-protein ligase E3A-like,LOC115591645,Sparus aurata (Gilthead sea bream),837,GO:0004842,Chordata
A0A671TGK1,A0A671TGK1_SPAAU,Axin-2-like,AXIN2,Sparus aurata (Gilthead sea bream),793,GO:0005737; GO:0016055; GO:0090090,Chordata
F1L091,F1L091_ASCSU,RNA helicase (EC 3.6.4.13),,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),574,GO:0003723; GO:0003724; GO:0005524; GO:0016787,Nematoda (roundworms)
A0A671WY58,A0A671WY58_SPAAU,SKI2 homolog; superkiller viralicidic activity 2-like,,Sparus aurata (Gilthead sea bream),1266,GO:0003723; GO:0003724; GO:0005524; GO:0006401; GO:0016787,Chordata
A0A671WYF3,A0A671WYF3_SPAAU,SKI2 homolog; superkiller viralicidic activity 2-like,,Sparus aurata (Gilthead sea bream),1233,GO:0003723; GO:0003724; GO:0005524; GO:0006401; GO:0016787,Chordata
A0A671VS60,A0A671VS60_SPAAU,Aminopeptidase (EC 3.4.11.-),erap2,Sparus aurata (Gilthead sea bream),945,GO:0005783; GO:0008270; GO:0019885; GO:0070006,Chordata
A0A671TMY4,A0A671TMY4_SPAAU,Collagen; type XIV; alpha 1b,,Sparus aurata (Gilthead sea bream),1857,GO:0005576; GO:0005581,Chordata
A0A6J2PR12,A0A6J2PR12_COTGO,bromo and FHA domain-containing protein DDB_G0267958-like,LOC115008219,Cottoperca gobio (Frogmouth) (Aphritis gobio),575,,Chordata
A0A3Q1JDL8,A0A3Q1JDL8_ANATE,Uncharacterized protein,,Anabas testudineus (Climbing perch) (Anthias testudineus),1135,,Chordata
A0A671XIE3,A0A671XIE3_SPAAU,Si:ch211-169p10.1,,Sparus aurata (Gilthead sea bream),528,GO:0005737; GO:0120103,Chordata
A0A671XN96,A0A671XN96_SPAAU,Polycystic kidney disease 1 like 2a,,Sparus aurata (Gilthead sea bream),2179,GO:0004096; GO:0005509; GO:0016021; GO:0020037; GO:0030246,Chordata
A0A671U311,A0A671U311_SPAAU,tRNA:m(4)X modification enzyme TRM13 (EC 2.1.1.225),trmt13,Sparus aurata (Gilthead sea bream),471,GO:0046872; GO:0106050,Chordata
A0A671TZB6,A0A671TZB6_SPAAU,tRNA:m(4)X modification enzyme TRM13 (EC 2.1.1.225),trmt13,Sparus aurata (Gilthead sea bream),470,GO:0046872; GO:0106050,Chordata
A0A0H3NKP5,A0A0H3NKP5_SALTS,Integration host factor subunit alpha (Fragment),himA SL1344_1273,Salmonella typhimurium (strain SL1344),103,GO:0003677; GO:0006310; GO:0006355; GO:0006417,Proteobacteria
A0A671W0M4,A0A671W0M4_SPAAU,Pentatricopeptide repeat-containing protein 2; mitochondrial,,Sparus aurata (Gilthead sea bream),451,GO:0005739; GO:0050684,Chordata
A0A671TXE7,A0A671TXE7_SPAAU,Beta-carotene oxygenase 1; like,,Sparus aurata (Gilthead sea bream),507,GO:0016702; GO:0046872,Chordata
A0A671U6E9,A0A671U6E9_SPAAU,Olfactory receptor C family; v3,,Sparus aurata (Gilthead sea bream),737,GO:0004930; GO:0005886; GO:0016021,Chordata
A0A671WUL2,A0A671WUL2_SPAAU,Nck-associated protein 5-like,NCKAP5,Sparus aurata (Gilthead sea bream),2027,,Chordata
A0A671W9H5,A0A671W9H5_SPAAU,Bile acid receptor-like,LOC115584674,Sparus aurata (Gilthead sea bream),495,GO:0003700; GO:0005634; GO:0008270; GO:0043565,Chordata
A0A671WKA2,A0A671WKA2_SPAAU,Protein arginine N-methyltransferase (EC 2.1.1.321),,Sparus aurata (Gilthead sea bream),691,GO:0000387; GO:0005634; GO:0005829; GO:0006349; GO:0030154; GO:0035241; GO:0044020,Chordata
A0A671TNG7,A0A671TNG7_SPAAU,Si:ch211-215k15.4,,Sparus aurata (Gilthead sea bream),323,GO:0030246,Chordata
A0A671TM06,A0A671TM06_SPAAU,Si:ch211-215k15.4,,Sparus aurata (Gilthead sea bream),323,GO:0030246,Chordata
A0A671VVF9,A0A671VVF9_SPAAU,Tetratricopeptide repeat domain 22,ttc22,Sparus aurata (Gilthead sea bream),568,,Chordata
A0A671XX09,A0A671XX09_SPAAU,Sarcolemma associated protein,slmap,Sparus aurata (Gilthead sea bream),851,GO:0006936; GO:0016021,Chordata
A0A671W6X8,A0A671W6X8_SPAAU,TBC1 domain family member 8,TBC1D8,Sparus aurata (Gilthead sea bream),1136,GO:0005096; GO:0043547,Chordata
A0A671U8B1,A0A671U8B1_SPAAU,Cytotoxic and regulatory T cell molecule,crtam,Sparus aurata (Gilthead sea bream),460,GO:0005886; GO:0016021,Chordata
A0A671U2S5,A0A671U2S5_SPAAU,Mannose receptor; C type 1b,,Sparus aurata (Gilthead sea bream),1445,GO:0006897; GO:0016021; GO:0030246,Chordata
A0A4U5TXZ5,A0A4U5TXZ5_COLLU,RNA-directed DNA polymerase from mobile element jockey,D9C73_028081,Collichthys lucidus (Big head croaker) (Sciaena lucida),1842,GO:0003964,Chordata
A0A3B5A5Q1,A0A3B5A5Q1_9TELE,Synaptogyrin,SYNGR1,Stegastes partitus (bicolor damselfish),230,GO:0016021,Chordata
A0A087YJ21,A0A087YJ21_POEFO,Synaptogyrin-1-like,SYNGR1,Poecilia formosa (Amazon molly) (Limia formosa),191,GO:0016021,Chordata
A0A671WCW1,A0A671WCW1_SPAAU,Mitochondrial fission regulator 2,mtfr2,Sparus aurata (Gilthead sea bream),339,,Chordata
A0A671UL82,A0A671UL82_SPAAU,Radial spoke head 14 homolog,rsph14,Sparus aurata (Gilthead sea bream),341,,Chordata
A0A6J2R428,A0A6J2R428_COTGO,Non-specific serine/threonine protein kinase (EC 2.7.11.1),map4k3,Cottoperca gobio (Frogmouth) (Aphritis gobio),978,GO:0005524; GO:0008349; GO:0106310; GO:0106311,Chordata
A0A6J2R6S7,A0A6J2R6S7_COTGO,Non-specific serine/threonine protein kinase (EC 2.7.11.1),map4k3,Cottoperca gobio (Frogmouth) (Aphritis gobio),957,GO:0005524; GO:0008349; GO:0106310; GO:0106311,Chordata
A0A671UUM6,A0A671UUM6_SPAAU,2-phospho-D-glycerate hydro-lyase (EC 4.2.1.11),eno4,Sparus aurata (Gilthead sea bream),574,GO:0000015; GO:0000287; GO:0004634; GO:0006096,Chordata
A0A671WN88,A0A671WN88_SPAAU,Ring finger protein 115,rnf115,Sparus aurata (Gilthead sea bream),340,GO:0046872,Chordata
A0A484CDH3,A0A484CDH3_PERFV,CCHC-type domain-containing protein,EPR50_G00183800,Perca flavescens (American yellow perch) (Morone flavescens),435,GO:0003676; GO:0008270,Chordata
A0A3B4TGL8,A0A3B4TGL8_SERDU,Myoneurin-like,,Seriola dumerili (Greater amberjack) (Caranx dumerili),748,,Chordata
A0A3N0YQC0,A0A3N0YQC0_ANAGA,Uncharacterized protein,DPX16_18671,Anabarilius grahami (Kanglang fish) (Barilius grahami),118,,Chordata
A0A671XCH1,A0A671XCH1_SPAAU,Mitochondrial ribosomal protein L38,,Sparus aurata (Gilthead sea bream),420,,Chordata
A0A671UUF2,A0A671UUF2_SPAAU,Tudor domain-containing protein 7B-like,LOC115589260,Sparus aurata (Gilthead sea bream),1145,GO:0003723; GO:0005737,Chordata
A0A671WSC4,A0A671WSC4_SPAAU,Anaphase-promoting complex subunit 4 (Cyclosome subunit 4),anapc4,Sparus aurata (Gilthead sea bream),805,GO:0005680; GO:0007049; GO:0030071; GO:0031145; GO:0051301; GO:0070979,Chordata
E6ZF49,E6ZF49_DICLA,NFX1-type zinc finger-containing protein 1,ZNFX1 DLA_It02240,Dicentrarchus labrax (European seabass) (Morone labrax),1990,GO:0004386; GO:0005634; GO:0008270,Chordata
A0A671VJM1,A0A671VJM1_SPAAU,Proline and serine rich 1,proser1,Sparus aurata (Gilthead sea bream),784,,Chordata
A0A671VLS8,A0A671VLS8_SPAAU,Proline and serine rich 1,proser1,Sparus aurata (Gilthead sea bream),753,,Chordata
A0A671VKB8,A0A671VKB8_SPAAU,Translocase of outer mitochondrial membrane 20,,Sparus aurata (Gilthead sea bream),1271,GO:0003677; GO:0006355,Chordata
A0A3B4TD95,A0A3B4TD95_SERDU,AT-rich interaction domain 4B,,Seriola dumerili (Greater amberjack) (Caranx dumerili),1302,GO:0003677; GO:0006355,Chordata
A0A3B4TD59,A0A3B4TD59_SERDU,AT-rich interaction domain 4B,,Seriola dumerili (Greater amberjack) (Caranx dumerili),1241,GO:0003677; GO:0006355,Chordata
A0A6G0HMX1,A0A6G0HMX1_LARCR,AT-rich interactive domain-containing protein 4B,D5F01_LYC20995,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),1219,GO:0003677; GO:0006355,Chordata
A0A671WQ55,A0A671WQ55_SPAAU,Semaphorin 3C,sema3c,Sparus aurata (Gilthead sea bream),766,GO:0005886; GO:0030215,Chordata
A0A671WSP2,A0A671WSP2_SPAAU,DnaJ heat shock protein family (Hsp40) member B14,dnajb14,Sparus aurata (Gilthead sea bream),378,GO:0016021,Chordata
A0A671U079,A0A671U079_SPAAU,Origin recognition complex subunit 3,orc3,Sparus aurata (Gilthead sea bream),718,GO:0003677; GO:0005664; GO:0006260,Chordata
A0A671Y7J2,A0A671Y7J2_SPAAU,U3 small nucleolar RNA-associated protein 15 homolog,utp15,Sparus aurata (Gilthead sea bream),535,GO:0005730; GO:0006364,Chordata
A0A671W2N2,A0A671W2N2_SPAAU,Prefoldin subunit 5,pfdn5,Sparus aurata (Gilthead sea bream),155,GO:0006457; GO:0016272; GO:0051082,Chordata
A0A0B2USA9,A0A0B2USA9_TOXCA,Sucrase-isomaltase; intestinal,SI Tcan_10559,Toxocara canis (Canine roundworm),973,GO:0004553; GO:0005975; GO:0016021; GO:0030246,Nematoda (roundworms)
A0A671V8R4,A0A671V8R4_SPAAU,Aspartylglucosaminidase,aga,Sparus aurata (Gilthead sea bream),338,GO:0016787,Chordata
A0A6G0I7N6,A0A6G0I7N6_LARCR,Merlin Moesin-ezrin-radixin-like protein Neurofibromin-2 Schwannomin,D5F01_LYC13416,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),622,GO:0003779; GO:0005737; GO:0005856; GO:0005886,Chordata
A0A671TTP8,A0A671TTP8_SPAAU,Merlin-like,LOC115594005,Sparus aurata (Gilthead sea bream),592,GO:0003779; GO:0005737; GO:0005856; GO:0005886,Chordata
A0A671Z443,A0A671Z443_SPAAU,Retinol binding protein 2b; cellular,,Sparus aurata (Gilthead sea bream),169,GO:0008289,Chordata
A0A671X9P8,A0A671X9P8_SPAAU,HECT domain E3 ubiquitin protein ligase 2,hectd2,Sparus aurata (Gilthead sea bream),762,GO:0004842,Chordata
A0A4U5TTT5,A0A4U5TTT5_COLLU,Integrase catalytic domain-containing protein,D9C73_027746,Collichthys lucidus (Big head croaker) (Sciaena lucida),490,GO:0003676; GO:0015074,Chordata
A0A4W6FHE5,A0A4W6FHE5_LATCA,Caskin-2-like,CASKIN2,Lates calcarifer (Barramundi) (Holocentrus calcarifer),1288,GO:0005737,Chordata
A0A4W6FII1,A0A4W6FII1_LATCA,Caskin-2-like,CASKIN2,Lates calcarifer (Barramundi) (Holocentrus calcarifer),1349,GO:0005737,Chordata
A0A671TU60,A0A671TU60_SPAAU,Centrosomal protein POC5 (Protein of centriole 5),poc5,Sparus aurata (Gilthead sea bream),567,GO:0005737; GO:0005814; GO:0007049,Chordata
A0A671TQI7,A0A671TQI7_SPAAU,Centrosomal protein POC5 (Protein of centriole 5),poc5,Sparus aurata (Gilthead sea bream),588,GO:0005737; GO:0005814; GO:0007049,Chordata
A0A671YTG4,A0A671YTG4_SPAAU,Monocarboxylate transporter 1 (Solute carrier family 16 member 1),LOC115582605,Sparus aurata (Gilthead sea bream),456,GO:0005887; GO:0015129; GO:0015293,Chordata
A0A671UFN9,A0A671UFN9_SPAAU,Uncharacterized protein,smarcad1,Sparus aurata (Gilthead sea bream),1067,GO:0005524; GO:0005694; GO:0006281; GO:0016787; GO:0043130; GO:0070615,Chordata
A0A671WHM1,A0A671WHM1_SPAAU,Intermediate filament protein ON3-like,LOC115583741,Sparus aurata (Gilthead sea bream),504,GO:0045095,Chordata
A0A6A5F596,A0A6A5F596_PERFL,Uncharacterized protein,PFLUV_G00135120,Perca fluviatilis (European perch),6097,GO:0004674; GO:0005085; GO:0005886; GO:0007155; GO:0008307; GO:0016021,Chordata
A0A6J2RGW7,A0A6J2RGW7_COTGO,LOW QUALITY PROTEIN: obscurin,obscn,Cottoperca gobio (Frogmouth) (Aphritis gobio),6624,GO:0004674; GO:0005085; GO:0005886; GO:0008307; GO:0016021,Chordata
A0A671UE18,A0A671UE18_SPAAU,WD repeat domain 3,wdr3,Sparus aurata (Gilthead sea bream),941,,Chordata
A0A671YSG9,A0A671YSG9_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),789,,Chordata
A0A671TIQ3,A0A671TIQ3_SPAAU,Numb-like protein,LOC115597499,Sparus aurata (Gilthead sea bream),849,,Chordata
A0A671TM95,A0A671TM95_SPAAU,Numb-like protein,LOC115597499,Sparus aurata (Gilthead sea bream),777,GO:0007275,Chordata
A0A484CZI5,A0A484CZI5_PERFV,Uncharacterized protein (Fragment),EPR50_G00097550,Perca flavescens (American yellow perch) (Morone flavescens),267,GO:0005484; GO:0005737; GO:0006888; GO:0006890; GO:0016021,Chordata
A0A671USC3,A0A671USC3_SPAAU,Si:ch73-194h10.2,,Sparus aurata (Gilthead sea bream),2009,GO:0003774; GO:0005524; GO:0005737; GO:0016459; GO:0051015,Chordata
A0A7J5ZCM2,A0A7J5ZCM2_DISMA,Anoctamin,F7725_021795,Dissostichus mawsoni (Antarctic cod),1121,,Chordata
