Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
B4ZIX8,SCC4_XENLA,MAU2 chromatid cohesion factor homolog (MAU-2) (Cohesin loading complex subunit SCC4 homolog),mau2,Xenopus laevis (African clawed frog),607,GO:0000785; GO:0005634; GO:0005654; GO:0032116; GO:0034088; GO:0051301; GO:0071921; GO:0090694,Chordata
Q6INX4,ENOF1_XENLA,Mitochondrial enolase superfamily member 1 (L-fuconate dehydratase) (EC 4.2.1.68),enosf1,Xenopus laevis (African clawed frog),445,GO:0000287; GO:0005739; GO:0016853; GO:0044275; GO:0050023,Chordata
P51166,CDK5_XENLA,Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Neuronal cyclin-dependent kinase 5),cdk5,Xenopus laevis (African clawed frog),292,GO:0004674; GO:0005176; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0007049; GO:0014069; GO:0016020; GO:0016301; GO:0030027; GO:0030182; GO:0030424; GO:0030425; GO:0030426; GO:0030549; GO:0031175; GO:0031594; GO:0043025; GO:0043125; GO:0043204; GO:0043525; GO:0048511; GO:0050321; GO:0051301; GO:0061001; GO:0106310; GO:0106311,Chordata
O57478,HEMH_XENLA,Ferrochelatase; mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),fech,Xenopus laevis (African clawed frog),411,GO:0004325; GO:0005743; GO:0006783; GO:0046872; GO:0051537,Chordata
Q6DFF4,INT9_XENLA,Integrator complex subunit 9 (Int9),ints9,Xenopus laevis (African clawed frog),658,GO:0016180; GO:0032039,Chordata
P43690,DRG1_XENLA,Developmentally-regulated GTP-binding protein 1 (DRG-1) (xDRG) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-),drg1 drg,Xenopus laevis (African clawed frog),367,GO:0001578; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0008017; GO:0031116; GO:0046872,Chordata
A1A5K2,CLA1B_XENLA,CLIP-associating protein 1-B (Cytoplasmic linker-associated protein 1-B) (Protein Orbit homolog) (Xorbit) (Xorbit/CLASP),clasp1b clasp1,Xenopus laevis (African clawed frog),1456,GO:0000777; GO:0005794; GO:0005815; GO:0005828; GO:0005881; GO:0007020; GO:0007049; GO:0031023; GO:0034453; GO:0043515; GO:0051010; GO:0051301,Chordata
Q6GN29,ATLA2_XENLA,Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2),atl2 arl6ip2,Xenopus laevis (African clawed frog),569,GO:0003924; GO:0005525; GO:0005783; GO:0005789; GO:0007029; GO:0007030; GO:0016021; GO:0042802; GO:0051260; GO:0098826; GO:1990809,Chordata
Q7ZX15,AKT2A_XENLA,RAC-beta serine/threonine-protein kinase A (EC 2.7.11.1) (Protein kinase Akt-2-A) (Protein kinase B; beta-A) (PKB beta-A) (RAC-PK-beta-A),akt2-a,Xenopus laevis (African clawed frog),486,GO:0001934; GO:0005524; GO:0005886; GO:0005938; GO:0031340; GO:0032587; GO:0032869; GO:0065002; GO:0090314; GO:0106310; GO:0106311,Chordata
Q6DCE8,CTR2_XENLA,Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2),slc7a2,Xenopus laevis (African clawed frog),622,GO:0005886; GO:0006865; GO:0016021; GO:0022857,Chordata
Q9YHU0,CTBP1_XENLA,C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-) (C-terminal-binding protein A),ctbp1 ctbp-a,Xenopus laevis (African clawed frog),440,GO:0003714; GO:0005634; GO:0016616; GO:0045892; GO:0051287,Chordata
Q8QHI3,ARL3_XENLA,ADP-ribosylation factor-like protein 3,arl3,Xenopus laevis (African clawed frog),182,GO:0000139; GO:0000281; GO:0001822; GO:0003924; GO:0005525; GO:0005634; GO:0005794; GO:0005813; GO:0005876; GO:0005881; GO:0005929; GO:0007264; GO:0008017; GO:0015031; GO:0019003; GO:0030496; GO:0031116; GO:0032391; GO:0042461; GO:0060271,Chordata
Q68FK8,DHX9_XENLA,ATP-dependent RNA helicase A protein (EC 3.6.4.13) (DEAH box protein 9) (Nuclear DNA helicase II) (NDH II),dhx9,Xenopus laevis (African clawed frog),1262,GO:0000380; GO:0000978; GO:0003677; GO:0003678; GO:0003688; GO:0003690; GO:0003697; GO:0003713; GO:0003723; GO:0003724; GO:0003725; GO:0003727; GO:0003729; GO:0005524; GO:0005634; GO:0005654; GO:0005726; GO:0005730; GO:0005737; GO:0005815; GO:0005844; GO:0006260; GO:0006353; GO:0010501; GO:0015629; GO:0016442; GO:0016604; GO:0016887; GO:0017111; GO:0030423; GO:0031490; GO:0032508; GO:0033679; GO:0034458; GO:0035613; GO:0036464; GO:0042788; GO:0043138; GO:0044806; GO:0045142; GO:0045739; GO:0045740; GO:0045944; GO:0046833; GO:0046872; GO:0047429; GO:0048146; GO:0050684; GO:0051028; GO:0051092; GO:0061676; GO:0070063; GO:0070578; GO:0070922; GO:0070937; GO:0071356; GO:0097165; GO:1905172; GO:1905538; GO:1905698; GO:1990518; GO:1990825; GO:1990841; GO:1990904; GO:2000373; GO:2000637; GO:2000765; GO:2000767,Chordata
Q9YHZ6,CDC45_XENLA,Cell division control protein 45 homolog,cdc45 cdc45l,Xenopus laevis (African clawed frog),567,GO:0003682; GO:0005654; GO:0006270; GO:0007049; GO:0071162,Chordata
P51892,DNLI1_XENLA,DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1),lig1,Xenopus laevis (African clawed frog),1070,GO:0003677; GO:0003910; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0007049; GO:0046872; GO:0051301; GO:0071897,Chordata
Q9W758,CTBP2_XENLA,C-terminal-binding protein 2 (CtBP2) (C-terminal-binding protein B) (TCF-3 corepressor CtBP) (XCtBP),ctbp2 ctbp-b,Xenopus laevis (African clawed frog),437,GO:0003714; GO:0005634; GO:0016055; GO:0016616; GO:0045892; GO:0050872; GO:0051287,Chordata
Q6PCJ1,DCTN1_XENLA,Dynactin subunit 1,dctn1,Xenopus laevis (African clawed frog),1232,GO:0000132; GO:0000776; GO:0005813; GO:0005814; GO:0005819; GO:0005874; GO:0005938; GO:0008017; GO:0030286; GO:0031122; GO:0035371; GO:0051301; GO:0060236; GO:0090316; GO:0099738,Chordata
Q641A2,EFR3A_XENLA,Protein EFR3 homolog A (Protein EFR3-like),efr3a,Xenopus laevis (African clawed frog),819,GO:0005886; GO:0072659,Chordata
Q4U0G1,CLA1A_XENLA,CLIP-associating protein 1-A (Cytoplasmic linker-associated protein 1-A) (XCLASP1),clasp1-a clasp,Xenopus laevis (African clawed frog),1460,GO:0000777; GO:0005794; GO:0005815; GO:0005828; GO:0005881; GO:0007020; GO:0007049; GO:0031023; GO:0034453; GO:0043515; GO:0051010; GO:0051301,Chordata
Q6NRT5,CSN1_XENLA,COP9 signalosome complex subunit 1 (Signalosome subunit 1),csn1,Xenopus laevis (African clawed frog),487,GO:0000338; GO:0005737; GO:0008180,Chordata
P51643,ARF1_XENLA,ADP-ribosylation factor 1,arf1,Xenopus laevis (African clawed frog),181,GO:0005525; GO:0005794; GO:0015031; GO:0016192,Chordata
P51644,ARF4_XENLA,ADP-ribosylation factor 4,arf4,Xenopus laevis (African clawed frog),180,GO:0005525; GO:0005794; GO:0015031; GO:0016192,Chordata
O73742,COE3_XENLA,Transcription factor COE3 (xCOE3) (Olf-1/EBF-like 2) (OE-2) (xEBF-3) (xOE-2),coe3,Xenopus laevis (African clawed frog),598,GO:0003677; GO:0003700; GO:0005634; GO:0007275; GO:0045893; GO:0046872; GO:0046983,Chordata
P17506,EF1A1_XENLA,Elongation factor 1-alpha (EF-1-alpha) (42Sp50) (Thesaurin A),,Xenopus laevis (African clawed frog),463,GO:0003746; GO:0003924; GO:0005525; GO:0005829,Chordata
P22232,FBRL_XENLA,rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin),fbl,Xenopus laevis (African clawed frog),323,GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0031167; GO:1990258; GO:1990259,Chordata
Q9PT62,FZD4_XENLA,Frizzled-4 (Fz-4) (Xfz4),fzd4 fz4,Xenopus laevis (African clawed frog),523,GO:0001553; GO:0001568; GO:0001570; GO:0004930; GO:0005886; GO:0005911; GO:0007223; GO:0007605; GO:0009986; GO:0010812; GO:0016021; GO:0016055; GO:0017147; GO:0019955; GO:0030165; GO:0030947; GO:0031625; GO:0031987; GO:0034446; GO:0035426; GO:0042701; GO:0042803; GO:0042813; GO:0043507; GO:0045893; GO:0046982; GO:0051091; GO:0060070; GO:0061299; GO:0061301; GO:0061304; GO:0070062,Chordata
P24799,GNAS_XENLA,Guanine nucleotide-binding protein G(s) subunit alpha (Adenylate cyclase-stimulating G alpha protein),gnas,Xenopus laevis (African clawed frog),379,GO:0003924; GO:0005525; GO:0005886; GO:0007186; GO:0031683; GO:0046872,Chordata
P52297,IMB_XENLA,Importin subunit beta (Importin-90) (Karyopherin subunit beta) (p97),kpnb1,Xenopus laevis (African clawed frog),876,GO:0005635; GO:0005829; GO:0006606; GO:0031267,Chordata
Q75WS4,CRYD_XENLA,Cryptochrome DASH,cry-dash,Xenopus laevis (African clawed frog),523,GO:0003913; GO:0006281; GO:0018298,Chordata
Q91660,GLI3_XENLA,Zinc finger protein GLI3 (Neural-specific DNA-binding protein xGLI3) (xGLI-3),gli3,Xenopus laevis (African clawed frog),1569,GO:0000977; GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0007224; GO:0009952; GO:0009953; GO:0045893; GO:0046872; GO:0048568,Chordata
P27044,GNAI1_XENLA,Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein),gnai1,Xenopus laevis (African clawed frog),354,GO:0000287; GO:0001664; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005886; GO:0007049; GO:0007186; GO:0007188; GO:0019003; GO:0030496; GO:0031683; GO:0043949; GO:0051301; GO:0060236; GO:0099738; GO:1904322; GO:1904778,Chordata
Q7ZXE2,CELF2_XENLA,CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (RNA-binding protein BRUNOL-3),celf2 brunol3 cugbp2 etr3,Xenopus laevis (African clawed frog),536,GO:0003723; GO:0005634; GO:0005737; GO:0006397,Chordata
Q2T9K6,FEM1C_XENLA,Protein fem-1 homolog C (FEM1c) (FEM1-gamma),fem1c,Xenopus laevis (African clawed frog),617,GO:0005737; GO:0016567,Chordata
Q5U243,CLIP3_XENLA,CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59),clip3 clipr59,Xenopus laevis (African clawed frog),534,GO:0005795,Chordata
Q9DG02,KCC2D_XENLA,Calcium/calmodulin-dependent protein kinase type II delta chain (CaM kinase II subunit delta) (CaM-kinase II delta chain) (CaMK-II subunit delta) (EC 2.7.11.17),camk2d,Xenopus laevis (African clawed frog),475,GO:0004683; GO:0005516; GO:0005524; GO:0106310; GO:0106311,Chordata
B0DOB5,DAA1A_XENLA,Disheveled-associated activator of morphogenesis 1-A,daam1-a,Xenopus laevis (African clawed frog),1081,GO:0003779; GO:0005737; GO:0005856; GO:0016055; GO:0030036; GO:0031267; GO:0042995,Chordata
Q90ZC7,KCMA1_XENLA,Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel; subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (xSlo),kcnma1 kcnma xslo,Xenopus laevis (African clawed frog),1196,GO:0005244; GO:0016021; GO:0034765; GO:0046872; GO:0060072,Chordata
Q498J7,MC6ZA_XENLA,Zygotic DNA replication licensing factor mcm6-A (EC 3.6.4.12) (Zygotic minichromosome maintenance protein 6-A) (zMCM6-A) (zMCM6a),zmcm6-a zmcm6a,Xenopus laevis (African clawed frog),823,GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0016787; GO:0030174; GO:0042555; GO:0046872,Chordata
Q7ZXY0,INO1A_XENLA,Inositol-3-phosphate synthase 1-A (IPS 1-A) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase A) (MI-1-P synthase A) (MIP synthase A),isyna1-a ino1-a,Xenopus laevis (African clawed frog),563,GO:0004512; GO:0005737; GO:0006021; GO:0008654,Chordata
Q91738,FAK1_XENLA,Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Protein-tyrosine kinase 2) (pp125FAK),ptk2 fak1,Xenopus laevis (African clawed frog),1068,GO:0004714; GO:0004715; GO:0005524; GO:0005737; GO:0005886; GO:0005925; GO:0007172; GO:0007275; GO:0036064,Chordata
O73798,IGF1R_XENLA,Insulin-like growth factor 1 receptor (xIGF-1R) (xIGFR) (EC 2.7.10.1) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain],igf1r,Xenopus laevis (African clawed frog),1358,GO:0001556; GO:0004713; GO:0005010; GO:0005198; GO:0005520; GO:0005524; GO:0005887; GO:0007275; GO:0043548; GO:0043560; GO:0046777; GO:0046872; GO:0048009,Chordata
Q2TAF4,INT6A_XENLA,Integrator complex subunit 6-A (Int6-A),ints6-a,Xenopus laevis (African clawed frog),883,GO:0005634,Chordata
Q7ZXK9,NLE1_XENLA,Notchless protein homolog 1,nle1 nle,Xenopus laevis (African clawed frog),476,GO:0005730; GO:0007219,Chordata
Q6GQ73,HOOK3_XENLA,Protein Hook homolog 3,hook3,Xenopus laevis (African clawed frog),719,GO:0005794; GO:0005829; GO:0005874; GO:0007032; GO:0007040; GO:0008017; GO:0008333; GO:0015031; GO:0030705; GO:0031122; GO:0045022,Chordata
Q9PTM4,KCAB3_XENLA,Voltage-gated potassium channel subunit beta-3 (K(+) channel subunit beta-3) (Kv-beta-3),kcnab3 kvb-B kvb4,Xenopus laevis (African clawed frog),401,GO:0005249; GO:0005737; GO:0016021; GO:0034765; GO:0047834,Chordata
Q6GNW0,LRRF2_XENLA,Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2) (xLRRFIP2),lrrfip2,Xenopus laevis (African clawed frog),729,GO:0006355; GO:0009950; GO:0016055; GO:0030275,Chordata
A7XY94,NMDE2_XENLA,Glutamate receptor ionotropic; NMDA 2B (GluN2B) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B),grin2b,Xenopus laevis (African clawed frog),1448,GO:0004972; GO:0005764; GO:0005770; GO:0005887; GO:0010043; GO:0017146; GO:0032026; GO:0045211; GO:0046872,Chordata
P55862,MCM5A_XENLA,DNA replication licensing factor mcm5-A (xMCM5-A) (EC 3.6.4.12) (CDC46 homolog A) (xCDC46-A) (CDC46p) (p92),mcm5-a cdc46-a,Xenopus laevis (African clawed frog),735,GO:0000785; GO:0003678; GO:0003688; GO:0005524; GO:0006268; GO:0006270; GO:0007049; GO:0016787; GO:0030174; GO:0042555; GO:0071162,Chordata
Q32NK7,OSR2A_XENLA,Protein odd-skipped-related 2-A (XOsr2),osr2-a osr2,Xenopus laevis (African clawed frog),271,GO:0000122; GO:0005634; GO:0045892; GO:0046872; GO:0048793,Chordata
A0A1L8F5J9,NMDZ1_XENLA,Glutamate receptor ionotropic; NMDA 1 (GluN1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1),grin1,Xenopus laevis (African clawed frog),903,GO:0004972; GO:0005887; GO:0010043; GO:0017146; GO:0045211; GO:0046872,Chordata
Q9PTM5,KCAB2_XENLA,Voltage-gated potassium channel subunit beta-2 (EC 1.1.1.-) (K(+) channel subunit beta-2) (Kv-beta-2),kcnab2 kvb-A kvb2,Xenopus laevis (African clawed frog),367,GO:0004033; GO:0005249; GO:0005829; GO:0005856; GO:0005886; GO:0015459; GO:0016021; GO:0030424; GO:0045202; GO:0047834; GO:0070995; GO:1901379,Chordata
Q08B39,HOT_XENLA,Hydroxyacid-oxoacid transhydrogenase; mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1),adhfe1,Xenopus laevis (African clawed frog),463,GO:0004022; GO:0005739; GO:0006539; GO:0046872; GO:0047988,Chordata
Q6GPK9,TAOK2_XENLA,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Thousand and one amino acid protein 2),taok2,Xenopus laevis (African clawed frog),1025,GO:0004674; GO:0005524; GO:0006974; GO:0007095; GO:0032874; GO:0051403; GO:0106310; GO:0106311,Chordata
Q52KD7,ZNT7A_XENLA,Zinc transporter 7-A (ZnT-7-A) (Solute carrier family 30 member 7-A),slc30a7-a znt7-a,Xenopus laevis (African clawed frog),386,GO:0005794; GO:0006829; GO:0008324; GO:0016021,Chordata
P70032,PLK1_XENLA,Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Plx1) (Polo-like kinase 1) (PLK-1),plk1 plx1,Xenopus laevis (African clawed frog),598,GO:0000086; GO:0000122; GO:0000278; GO:0000281; GO:0000776; GO:0001556; GO:0001578; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0006468; GO:0007098; GO:0008017; GO:0019901; GO:0030496; GO:0043066; GO:0051233; GO:0071168; GO:0072425; GO:0106310; GO:0106311; GO:1904668,Chordata
O42227,HDA1B_XENLA,Probable histone deacetylase 1-B (HD1-B) (EC 3.5.1.98) (RPD3 homolog),hdac1-b,Xenopus laevis (African clawed frog),480,GO:0005634; GO:0005737; GO:0032041,Chordata
Q6DDF0,WDR37_XENLA,WD repeat-containing protein 37,wdr37,Xenopus laevis (African clawed frog),495,GO:0005634; GO:0005737,Chordata
Q92142,TPH1_XENLA,Tryptophan 5-hydroxylase (EC 1.14.16.4) (Tryptophan 5-monooxygenase),tph1,Xenopus laevis (African clawed frog),481,GO:0002576; GO:0004510; GO:0005506; GO:0009072; GO:0042427; GO:1900046,Chordata
Q2TAF3,EMAL4_XENLA,Echinoderm microtubule-associated protein-like 4 (EMAP-4),eml4,Xenopus laevis (African clawed frog),927,GO:0005737; GO:0005815; GO:0005874; GO:0007080; GO:0008608; GO:0030496; GO:0051301; GO:0072686,Chordata
A7IFD4,ACSA_XANP2,Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acsA Xaut_1479,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),651,GO:0003987; GO:0005524; GO:0016208; GO:0019427; GO:0046872,Proteobacteria
Q962A2,TCTP_WUCBA,Translationally-controlled tumor protein homolog (TCTP),,Wuchereria bancrofti,181,GO:0005737,Nematoda (roundworms)
P62300,RS13_WUCBA,40S ribosomal protein S13 (40S ribosomal protein S15),RPS13,Wuchereria bancrofti,151,GO:0003735; GO:0005840; GO:0006412,Nematoda (roundworms)
C5CUX0,RF2_VARPS,Peptide chain release factor 2 (RF-2),prfB Vapar_3791,Variovorax paradoxus (strain S110),367,GO:0005737; GO:0016149,Proteobacteria
P49154,RS2_URECA,40S ribosomal protein S2,RPS2,Urechis caupo (Innkeeper worm) (Spoonworm),278,GO:0003723; GO:0003735; GO:0006412; GO:0015935,Annelida
Q6YGZ5,BMAL1_TYTAL,Aryl hydrocarbon receptor nuclear translocator-like protein 1 (Brain and muscle ARNT-like 1),ARNTL BMAL1,Tyto alba (Barn owl),633,GO:0003677; GO:0003700; GO:0005667; GO:0005737; GO:0016605; GO:0045893; GO:0046983; GO:0048511; GO:0051775; GO:1901985,Chordata
Q9PW99,GTHB1_TRITC,Gonadotropin subunit beta-1 (GTH-I-beta) (Gonadotropin beta-I chain),cgba,Trichopodus trichopterus (Three spot gourami) (Trichogaster trichopterus),118,GO:0005179; GO:0005576,Chordata
P49149,RL3_TOXCA,60S ribosomal protein L3,RPL3,Toxocara canis (Canine roundworm),402,GO:0003735; GO:0005737; GO:0005840; GO:0006412,Nematoda (roundworms)
P80971,COX42_THUOB,Cytochrome c oxidase subunit 4 isoform 2; mitochondrial (Cytochrome c oxidase subunit IV isoform 2) (COX IV-2),,Thunnus obesus (Bigeye tuna),176,GO:0004129; GO:0005743; GO:0006119; GO:0016021,Chordata
P80977,CX6C1_THUOB,Cytochrome c oxidase subunit 6C-1 (Cytochrome c oxidase polypeptide VIc-1),,Thunnus obesus (Bigeye tuna),76,GO:0004129; GO:0005743; GO:0006119; GO:0016021,Chordata
I0J1J1,ENOA_THUAL,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (allergen Thu a 2.0101),ENO1,Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus),432,GO:0000015; GO:0000287; GO:0004634; GO:0006096,Chordata
Q2XVR4,SC4AB_TETNG,Sodium channel protein type 4 subunit alpha B (Voltage-gated sodium channel subunit alpha Nav1.4b),scn4ab nav1.4b,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),1715,GO:0001518; GO:0005244; GO:0005248; GO:0034765,Chordata
Q4JQI5,COX1_TETNG,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),mt-co1 coi coxi mtco1,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),515,GO:0004129; GO:0005743; GO:0006119; GO:0009060; GO:0016021; GO:0020037; GO:0045277; GO:0046872,Chordata
Q4S4I5,CCZ1_TETNG,Vacuolar fusion protein CCZ1 homolog,ccz1 GSTENG00024165001,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),480,GO:0005765; GO:0016192; GO:0035658,Chordata
Q2KN95,CYTSA_TETNG,Cytospin-A (SPECC1-like protein) (Sperm antigen with calponin homology and coiled-coil domains 1-like),specc1l cytsa GSTENG00021593001,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),1113,GO:0005737; GO:0005819; GO:0005921; GO:0007049; GO:0051301; GO:0060325,Chordata
Q4SQJ2,LYRM7_TETNG,Complex III assembly factor LYRM7 (LYR motif-containing protein 7),lyrm7 MZM1L GSTENG00014346001,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),104,GO:0005759,Chordata
Q4RSM6,GPX8_TETNG,Probable glutathione peroxidase 8 (GPx-8) (GSHPx-8) (EC 1.11.1.9),gpx8 GSTENG00029623001,Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis),210,GO:0004602; GO:0006979; GO:0016021,Chordata
O42467,SNF5_TETFL,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,smarcb1 snf5,Tetraodon fluviatilis (Green pufferfish) (Chelonodon fluviatilis),373,GO:0000228; GO:0003677; GO:0006338; GO:0007399,Chordata
O73683,A4_TETFL,Amyloid-beta A4 protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Amyloid precursor protein) (Amyloid-beta precursor protein) [Cleaved into: Amyloid-beta protein (A-beta) (APP-beta)],app,Tetraodon fluviatilis (Green pufferfish) (Chelonodon fluviatilis),780,GO:0004867; GO:0005798; GO:0007399; GO:0008201; GO:0016021; GO:0046914; GO:0055037,Chordata
P0CG82,UBIQP_TETPY,Polyubiquitin [Cleaved into: Ubiquitin],TU20,Tetrahymena pyriformis,381,GO:0005634; GO:0005737,Ciliophora
Q98TR3,RENT1_TAKRU,Putative regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1),rent1,Takifugu rubripes (Japanese pufferfish) (Fugu rubripes),1097,GO:0000184; GO:0000932; GO:0003723; GO:0003724; GO:0005524; GO:0008270; GO:0016787,Chordata
